700101,https://www.propertyguru.com.sg/listing/22020258/for-sale-peakview-estate,For Sale - Peakview Estate,Peakview Estate,JALAN PARI DEDAP,"2500, 4220 (land)",4200000,995.26,4 ,3 ,,1h
700102,https://www.propertyguru.com.sg/listing/22272152/for-sale-sembawang-hills-estate,For Sale - Sembawang Hills Estate,Sembawang Hills Estate,54 Casuarina Road,"1500, 1442 (land)",2100000,"1,456.31",3 ,2 ,,1h
700103,https://www.propertyguru.com.sg/listing/22272152/for-sale-sembawang-hills-estate,For Sale - Sembawang Hills Estate,Sembawang Hills Estate,54 Casuarina Road,"1500, 1442 (land)",2100000,"1,456.31",3 ,2 ,,1h
700104,https://www.propertyguru.com.sg/listing/22156055/for-sale-kew-vale,For Sale - Kew Vale,Kew Vale,33 Kew Heights,"5000, 3631 (land)",2990000,823.46,5 ,5 ,,1h
700105,https://www.propertyguru.com.sg/listing/22904400/for-sale-3-storey-corner-terrace-at-katong-1km-to-tns,"For Sale - 3 storey corner terrace at Katong, 1km to TNS","3 storey corner terrace at Katong, 1km to TNS",Katong Vicinity,"3300, 3100 (land)",4300000,"1,387.10",5 ,5 ,,1h
700106,https://www.propertyguru.com.sg/listing/22212858/for-sale-serangoon-garden-estate,For Sale - Serangoon garden estate,Serangoon garden estate,Huddington Avenue,"3500, 2160 (land)",4150000,"1,921.30",5 ,6 ,,1h
700107,https://www.propertyguru.com.sg/listing/21768499/for-sale-2-5-storey-well-maintained-semi-d-near-mrt,For Sale - 2. 5 storey well maintained Semi D near Mrt,2. 5 storey well maintained Semi D near Mrt,Bedok Road,"3752, 3669 (land)",4300000,"1,171.98",5 ,6 ,,1h
700108,https://www.propertyguru.com.sg/listing/21725408/for-sale-nice-semi-d-at-good-location,For Sale - Nice Semi D at Good location,Nice Semi D at Good location,Aida Street,"3800, 2780 (land)",3680000,"1,323.74",6 ,7 ,,1h
700109,https://www.propertyguru.com.sg/listing/22341279/for-sale-1-jalan-limbok,For Sale - 1 jalan limbok,1 jalan limbok,Jalan Limbok,"4445, 3014 (land)",4800000,"1,592.57",5 ,5 ,,1h
700110,https://www.propertyguru.com.sg/listing/21901956/for-sale-loyang-villas,For Sale - Loyang Villas,Loyang Villas,Loyang Rise,2150,1680000,781.40,5 ,4 ,,1h
700111,https://www.propertyguru.com.sg/listing/22507490/for-sale-sunrise-villa,For Sale - Sunrise Villa,Sunrise Villa,Sunrise Way,"1900, 1720 (land)",2300000,"1,337.21",4 ,3 ,,1h
700112,https://www.propertyguru.com.sg/listing/22853576/for-sale-kelulut-hill,For Sale - Kelulut Hill,Kelulut Hill,Kelulut Hill,"2100, 1615 (land)",2700000,"1,671.83",3 ,3 ,,1h
700113,https://www.propertyguru.com.sg/listing/21752172/for-sale-good-buy-spanish-style-2-storey-bungalow-holland-road,"For Sale - Good Buy ! Spanish Style 2 Storey Bungalow, Holland Road","Good Buy ! Spanish Style 2 Storey Bungalow, Holland Road",,"3500, 4281 (land)",6650000,"1,553.38",5 ,4 ,,1h
700114,https://www.propertyguru.com.sg/listing/22948350/for-sale-geylang-terrace-house-for-sale,For Sale - Geylang Terrace House for Sale!,Geylang Terrace House for Sale!,Lorong Geylang,"3000, 2230 (land)",3200000,"1,434.98",6 ,4 ,,1h
